Body Type,Sex,Diet,How Often Shower,Heating Energy Source,Transport,Vehicle Type,Social Activity,Monthly Grocery Bill,Frequency of Traveling by Air,Vehicle Monthly Distance Km,Waste Bag Size,Waste Bag Weekly Count,How Long TV PC Daily Hour,How Many New Clothes Monthly,How Long Internet Daily Hour,Energy efficiency,CarbonEmission,Glass,Metal,Paper,Plastic,Airfryer,Grill,Microwave,Oven,Stove,WasteScore
overweight,male,vegetarian,daily,wood,walk/bicycle,,never,171,very frequently,93,large,4,24,23,23,No,3100,0,0,1,0,0,0,1,0,1,12
underweight,female,omnivore,more frequently,natural gas,walk/bicycle,,often,68,very frequently,0,small,3,5,44,11,Yes,2180,1,0,1,0,1,1,1,1,0,3
underweight,male,omnivore,less frequently,natural gas,walk/bicycle,,often,275,never,63,small,6,21,30,22,No,1629,1,1,0,1,1,1,1,1,0,6
obese,male,vegan,more frequently,natural gas,walk/bicycle,,sometimes,217,never,44,large,2,8,32,10,Yes,1493,1,1,0,0,0,0,1,1,0,6
underweight,female,pescatarian,daily,wood,private,petrol,often,139,rarely,1025,extra large,1,12,14,20,Yes,1543,1,0,0,0,1,1,0,1,0,4
underweight,female,vegetarian,more frequently,electricity,public,,never,141,frequently,265,small,1,22,47,11,Yes,1389,0,1,0,1,0,0,0,0,0,1
obese,male,omnivore,twice a day,wood,walk/bicycle,,never,146,rarely,59,extra large,7,22,1,1,No,2118,0,0,1,1,1,1,1,0,1,28
obese,female,vegetarian,twice a day,natural gas,walk/bicycle,,sometimes,221,frequently,60,medium,6,16,26,23,Sometimes,2288,1,0,1,0,0,0,0,1,1,12
overweight,female,pescatarian,daily,natural gas,public,,often,198,frequently,1906,large,5,2,15,7,Yes,2167,0,1,0,0,0,0,0,1,0,15
normal,female,omnivore,twice a day,wood,private,electric,sometimes,296,frequently,6798,extra large,5,4,13,6,Sometimes,2055,1,0,1,1,0,0,1,1,0,20
overweight,male,vegan,twice a day,natural gas,public,,never,110,very frequently,996,extra large,3,18,18,10,No,2618,1,1,1,1,1,1,0,0,1,12
obese,female,pescatarian,twice a day,electricity,private,diesel,often,204,very frequently,3002,small,1,10,36,21,No,3468,1,0,0,0,0,0,0,0,0,1
underweight,male,omnivore,less frequently,natural gas,walk/bicycle,,often,108,never,34,small,2,11,40,13,No,1515,0,0,0,1,1,1,0,0,1,2
overweight,male,vegetarian,daily,coal,public,,often,285,frequently,29,medium,4,19,18,8,No,2747,0,0,0,0,1,1,1,0,1,8
underweight,male,pescatarian,daily,electricity,public,,often,98,never,525,extra large,4,0,13,12,No,1261,0,1,0,0,0,0,0,0,1,16
normal,male,pescatarian,daily,coal,private,diesel,often,122,never,1298,large,6,19,47,21,Yes,2690,0,0,1,1,1,1,1,1,1,18
underweight,male,pescatarian,less frequently,wood,private,petrol,never,282,rarely,8881,small,7,0,4,14,Yes,4323,0,0,1,0,0,0,0,1,0,7
overweight,male,pescatarian,less frequently,electricity,public,,often,78,very frequently,567,large,7,16,9,0,Yes,2978,0,0,0,0,1,1,0,0,0,21
normal,female,omnivore,twice a day,wood,public,,never,74,frequently,673,large,1,6,19,3,No,1463,0,0,1,1,1,1,1,1,0,3
obese,male,vegan,less frequently,coal,walk/bicycle,,never,176,never,9,extra large,6,9,21,16,Sometimes,2181,1,0,0,1,0,0,0,0,0,24
obese,female,omnivore,less frequently,wood,public,,never,228,rarely,970,small,1,20,48,12,No,1951,0,0,0,1,1,1,0,0,1,1
obese,female,omnivore,daily,natural gas,public,,never,143,very frequently,541,small,6,13,35,20,No,3080,1,0,0,1,0,0,0,1,1,6
normal,male,pescatarian,less frequently,coal,private,hybrid,never,86,very frequently,49,small,4,8,6,24,No,2363,1,1,0,0,0,0,0,1,1,4
overweight,female,vegan,twice a day,natural gas,walk/bicycle,,often,117,never,51,large,4,17,41,10,Yes,1408,1,1,1,0,1,1,1,0,0,12
underweight,female,vegan,less frequently,electricity,walk/bicycle,,often,165,frequently,80,small,4,14,39,3,No,1550,1,0,0,0,1,1,1,0,0,4
obese,female,pescatarian,less frequently,electricity,private,petrol,often,223,never,8741,small,1,22,32,23,Yes,4562,1,0,1,1,1,1,0,0,0,1
overweight,male,omnivore,less frequently,natural gas,public,,sometimes,57,very frequently,1863,extra large,7,19,4,16,Sometimes,3415,0,0,1,1,0,0,0,1,0,28
overweight,male,pescatarian,more frequently,coal,walk/bicycle,,often,172,very frequently,99,small,3,3,24,15,No,3114,1,0,0,1,0,0,1,1,0,3
normal,female,pescatarian,daily,coal,walk/bicycle,,sometimes,292,very frequently,23,small,7,0,47,13,Yes,2668,0,1,0,1,1,1,0,1,0,7
overweight,male,omnivore,twice a day,natural gas,public,,often,298,never,159,extra large,1,3,7,17,Yes,1242,0,1,1,1,1,1,0,0,0,4
underweight,male,vegetarian,less frequently,natural gas,public,,sometimes,134,very frequently,287,large,4,24,28,5,Yes,2358,1,1,1,0,0,0,0,0,0,12
underweight,male,pescatarian,more frequently,coal,public,,never,244,very frequently,1539,medium,6,4,50,12,No,3401,1,0,0,0,0,0,1,1,0,12
underweight,female,pescatarian,less frequently,natural gas,private,diesel,often,122,very frequently,9828,medium,7,18,33,7,No,4490,1,1,0,0,0,0,1,0,0,14
normal,female,vegan,more frequently,electricity,private,electric,often,153,very frequently,3457,large,1,13,15,16,Yes,1859,1,1,0,0,1,1,0,1,0,3
underweight,female,omnivore,daily,electricity,public,,sometimes,236,rarely,1792,medium,2,8,28,24,No,1057,1,1,1,1,0,0,0,0,1,4
normal,male,pescatarian,daily,natural gas,private,petrol,often,202,rarely,7934,large,3,20,37,0,No,4631,1,0,1,0,1,1,0,0,1,9
underweight,female,pescatarian,more frequently,natural gas,public,,often,79,never,1312,medium,2,22,15,12,Yes,1065,0,0,0,1,0,0,1,0,0,4
underweight,male,vegetarian,less frequently,electricity,walk/bicycle,,sometimes,228,rarely,33,small,1,0,35,10,No,1094,0,0,1,1,0,0,1,1,0,1
underweight,female,vegan,twice a day,wood,private,diesel,never,212,rarely,9242,medium,7,0,33,7,Yes,3085,1,1,1,1,0,0,0,1,1,14
underweight,female,vegan,twice a day,electricity,walk/bicycle,,sometimes,239,very frequently,75,extra large,6,24,46,0,Sometimes,2542,1,1,1,1,0,0,0,1,1,24
underweight,female,vegan,twice a day,wood,private,diesel,never,166,never,9704,extra large,4,13,36,3,Yes,2969,0,1,1,1,0,0,0,1,1,16
overweight,male,vegetarian,more frequently,coal,public,,never,161,never,1204,small,1,1,11,6,No,1320,0,0,0,1,1,1,0,1,0,1
underweight,female,omnivore,daily,coal,walk/bicycle,,often,225,rarely,37,extra large,5,5,50,11,Sometimes,2155,1,1,1,0,0,0,1,1,1,20
obese,female,omnivore,less frequently,natural gas,private,diesel,sometimes,253,never,7988,medium,2,21,41,22,No,3641,1,1,1,1,0,0,1,1,0,4
overweight,male,pescatarian,less frequently,natural gas,public,,sometimes,295,very frequently,882,medium,4,16,30,20,No,3199,0,1,0,1,0,0,1,1,1,8
overweight,male,vegetarian,twice a day,natural gas,private,lpg,sometimes,107,rarely,3194,small,6,17,45,10,Sometimes,2796,0,0,1,1,0,0,0,1,0,6
normal,male,omnivore,twice a day,electricity,walk/bicycle,,never,256,very frequently,79,small,3,11,43,19,No,2654,1,1,0,0,1,1,1,0,0,3
obese,female,vegetarian,twice a day,electricity,public,,sometimes,203,never,675,medium,2,15,43,23,Yes,1236,1,1,0,1,0,0,0,1,1,4
normal,male,vegetarian,less frequently,natural gas,walk/bicycle,,sometimes,84,very frequently,85,small,3,19,23,9,Sometimes,2233,1,1,0,1,1,1,0,1,0,3
obese,male,vegetarian,less frequently,wood,public,,never,179,rarely,648,extra large,5,21,44,18,Sometimes,2708,0,1,0,0,1,1,1,1,0,20
underweight,female,vegetarian,twice a day,natural gas,public,,never,57,never,718,large,7,0,5,9,No,1184,1,0,0,0,0,0,0,0,1,21
obese,female,vegan,daily,electricity,public,,never,154,never,393,medium,5,18,42,1,Yes,1099,1,1,0,1,1,1,1,0,1,10
normal,male,vegetarian,more frequently,electricity,public,,never,276,rarely,270,small,5,10,37,20,Sometimes,1526,1,0,0,0,0,0,0,0,1,5
overweight,female,pescatarian,daily,electricity,public,,sometimes,250,rarely,1638,extra large,7,21,10,2,Yes,1870,0,0,0,0,1,1,1,0,1,28
obese,female,omnivore,daily,natural gas,walk/bicycle,,never,184,never,35,large,6,1,28,13,Yes,1833,1,0,0,1,0,0,1,0,1,18
normal,male,vegan,twice a day,coal,public,,often,179,very frequently,1423,extra large,4,12,46,15,Sometimes,3516,0,1,1,0,0,0,0,0,0,16
underweight,male,vegetarian,more frequently,wood,public,,never,66,very frequently,435,small,7,15,31,12,Yes,2333,0,0,1,1,0,0,1,1,0,7
obese,male,omnivore,less frequently,wood,walk/bicycle,,often,50,rarely,25,extra large,5,16,50,4,Yes,2718,1,0,0,0,1,1,1,0,1,20
obese,male,vegetarian,daily,electricity,public,,sometimes,130,rarely,1950,medium,3,23,43,13,No,1916,1,1,0,0,1,1,1,1,0,6
underweight,male,vegetarian,daily,coal,private,lpg,never,213,rarely,3654,small,5,4,50,12,Sometimes,2637,1,1,0,0,0,0,1,1,1,5
overweight,male,pescatarian,daily,electricity,walk/bicycle,,sometimes,233,rarely,74,medium,3,0,11,24,No,1126,0,1,1,1,1,1,0,1,0,6
overweight,female,pescatarian,twice a day,electricity,walk/bicycle,,sometimes,297,rarely,72,small,1,3,26,6,Sometimes,1066,0,1,0,1,0,0,0,0,1,1
overweight,male,vegetarian,more frequently,electricity,walk/bicycle,,sometimes,79,frequently,57,extra large,3,21,4,12,No,1855,1,0,0,1,0,0,0,1,1,12
underweight,male,pescatarian,more frequently,coal,private,lpg,sometimes,139,frequently,370,large,1,19,41,16,No,2258,0,1,0,1,1,1,1,0,0,3
overweight,female,omnivore,twice a day,coal,walk/bicycle,,never,178,never,70,extra large,2,10,26,4,No,1385,0,1,1,1,0,0,0,1,1,8
normal,male,omnivore,less frequently,wood,private,lpg,never,293,never,8001,medium,2,13,2,11,No,3201,1,0,1,0,0,0,0,0,1,4
normal,female,vegetarian,daily,natural gas,walk/bicycle,,sometimes,64,very frequently,22,large,7,4,49,13,Yes,2771,1,1,0,0,1,1,0,1,0,21
normal,female,pescatarian,twice a day,natural gas,public,,sometimes,242,never,520,large,3,24,26,1,No,1331,1,0,0,1,1,1,1,0,0,9
underweight,male,omnivore,twice a day,coal,private,electric,never,170,frequently,8876,medium,7,16,37,14,Yes,2608,0,0,0,0,0,0,0,1,1,14
normal,male,vegan,less frequently,coal,walk/bicycle,,sometimes,155,never,44,large,4,22,24,10,Sometimes,1414,1,1,1,0,1,1,1,1,0,12
normal,female,vegetarian,more frequently,natural gas,public,,never,255,frequently,402,extra large,7,3,25,22,Sometimes,2339,1,0,0,1,1,1,1,1,0,28
overweight,male,omnivore,twice a day,electricity,public,,sometimes,147,very frequently,1679,extra large,1,5,29,12,Sometimes,2783,1,0,1,0,1,1,1,1,1,4
obese,female,pescatarian,daily,natural gas,private,diesel,sometimes,160,never,7440,large,7,24,41,13,No,4039,1,0,0,1,0,0,0,1,0,21
underweight,male,vegetarian,daily,wood,private,lpg,never,85,very frequently,678,extra large,7,20,41,0,Yes,3036,1,1,1,0,0,0,0,0,1,28
underweight,male,vegan,more frequently,electricity,public,,often,188,rarely,1319,small,7,9,30,2,No,1645,0,0,0,0,1,1,1,1,0,7
obese,female,pescatarian,less frequently,electricity,walk/bicycle,,often,90,frequently,15,extra large,4,9,2,19,Sometimes,1553,1,1,1,1,1,1,1,1,0,16
normal,male,pescatarian,twice a day,coal,walk/bicycle,,sometimes,259,frequently,6,extra large,6,7,18,17,Sometimes,2789,0,1,0,0,1,1,0,0,1,24
normal,female,vegan,more frequently,wood,walk/bicycle,,sometimes,69,never,35,small,1,7,21,19,No,1023,1,0,0,1,1,1,1,1,1,1
underweight,female,vegetarian,more frequently,electricity,private,petrol,often,210,very frequently,6683,medium,1,6,1,20,Yes,3624,1,0,1,1,0,0,0,0,1,2
obese,male,vegetarian,more frequently,wood,walk/bicycle,,never,147,very frequently,36,medium,5,18,8,11,Yes,2561,0,1,1,0,1,1,0,1,0,10
obese,female,pescatarian,less frequently,wood,private,lpg,sometimes,79,never,4195,small,3,24,50,7,Yes,2855,0,0,1,0,1,1,1,1,1,3
obese,male,pescatarian,twice a day,electricity,walk/bicycle,,sometimes,226,very frequently,21,medium,4,6,9,17,Sometimes,2267,1,1,1,1,0,0,0,0,0,8
normal,female,vegetarian,daily,electricity,public,,sometimes,255,never,1798,extra large,3,23,13,15,Yes,994,1,0,1,0,0,0,0,1,1,12
obese,female,vegan,twice a day,wood,private,lpg,never,59,frequently,4562,large,7,8,50,2,Sometimes,3571,1,1,1,1,0,0,1,1,0,21
obese,female,omnivore,twice a day,coal,public,,never,178,rarely,1006,extra large,1,14,10,18,Yes,1789,0,0,0,0,1,1,1,1,1,4
obese,male,vegan,twice a day,coal,walk/bicycle,,never,119,frequently,77,small,5,8,13,22,Sometimes,2170,1,0,1,0,0,0,1,0,1,5
obese,female,vegan,daily,wood,private,hybrid,often,282,rarely,4428,large,6,11,44,1,No,2751,0,0,1,1,1,1,1,0,0,18
normal,female,vegan,more frequently,natural gas,public,,sometimes,91,rarely,1630,large,5,13,4,9,No,1470,0,0,0,1,0,0,1,1,1,15
overweight,female,omnivore,twice a day,electricity,private,hybrid,sometimes,202,frequently,9282,medium,7,11,27,8,No,3199,1,1,1,0,1,1,1,1,0,14
obese,male,pescatarian,twice a day,electricity,private,lpg,never,183,never,7025,medium,2,0,49,2,Yes,3443,0,0,1,1,0,0,0,0,0,4
obese,female,pescatarian,less frequently,coal,walk/bicycle,,never,299,very frequently,1,medium,7,3,43,3,Sometimes,3238,1,1,0,1,1,1,0,0,0,14
underweight,male,vegan,twice a day,coal,private,hybrid,sometimes,88,rarely,5321,medium,4,16,41,24,No,2598,1,1,0,1,0,0,1,1,0,8
obese,female,vegetarian,less frequently,coal,private,electric,often,89,never,7423,extra large,2,7,12,11,Sometimes,1479,0,0,0,1,1,1,1,0,1,8
underweight,male,vegan,twice a day,wood,walk/bicycle,,never,273,rarely,55,small,3,12,20,4,Sometimes,977,1,0,1,1,0,0,1,1,0,3
normal,male,vegan,twice a day,electricity,public,,never,104,frequently,87,small,3,12,31,13,Sometimes,1589,0,0,1,0,0,0,1,0,1,3
normal,female,vegetarian,twice a day,coal,private,electric,often,176,rarely,4373,medium,2,11,14,1,No,1184,0,1,1,0,0,0,1,1,1,4
normal,female,omnivore,more frequently,natural gas,private,hybrid,sometimes,256,never,7576,large,7,10,9,9,Sometimes,2514,0,1,0,1,0,0,1,0,1,21
overweight,female,omnivore,more frequently,coal,walk/bicycle,,often,122,rarely,5,large,7,18,19,18,No,2056,0,1,1,0,0,0,0,1,1,21
overweight,male,pescatarian,twice a day,natural gas,walk/bicycle,,sometimes,211,very frequently,76,small,7,17,5,2,Sometimes,2546,1,1,0,1,1,1,0,1,1,7
underweight,male,vegetarian,more frequently,wood,private,diesel,never,260,rarely,2468,small,7,18,43,24,No,2334,1,1,0,0,0,0,0,0,0,7
underweight,male,omnivore,less frequently,coal,private,lpg,never,187,frequently,8542,large,1,18,7,19,No,4131,0,0,1,1,1,1,0,1,1,3
overweight,female,vegan,more frequently,natural gas,walk/bicycle,,sometimes,259,frequently,53,large,1,22,40,14,No,1857,0,1,1,1,1,1,1,1,0,3
overweight,female,pescatarian,less frequently,electricity,private,electric,often,209,rarely,9970,extra large,6,2,48,23,Sometimes,2127,1,0,1,0,0,0,1,1,0,24
normal,female,vegan,twice a day,natural gas,public,,sometimes,126,frequently,118,medium,2,15,44,7,Sometimes,1738,0,0,0,1,0,0,1,0,0,4
normal,female,omnivore,less frequently,natural gas,private,lpg,never,152,never,6040,small,3,7,49,22,Yes,2779,0,0,0,1,1,1,1,1,0,3
obese,male,vegetarian,less frequently,coal,public,,never,168,very frequently,1202,extra large,4,24,47,20,Yes,4219,0,0,0,1,0,0,1,0,1,16
overweight,male,omnivore,daily,natural gas,private,lpg,often,142,frequently,1943,large,7,9,14,0,Yes,2966,1,1,0,1,0,0,1,0,0,21
obese,male,vegan,twice a day,electricity,walk/bicycle,,never,95,never,95,small,6,1,42,9,Sometimes,1417,0,1,0,0,1,1,1,0,1,6
overweight,male,vegetarian,twice a day,wood,walk/bicycle,,often,111,very frequently,70,medium,7,23,40,9,Sometimes,3444,0,1,0,1,1,1,0,0,1,14
normal,male,vegetarian,daily,wood,walk/bicycle,,never,61,frequently,63,medium,4,13,11,23,No,1641,1,0,1,1,1,1,0,1,1,8
underweight,female,pescatarian,more frequently,coal,private,petrol,never,183,very frequently,2132,medium,5,8,37,9,Yes,2886,1,1,1,0,1,1,0,0,1,10
obese,male,omnivore,more frequently,wood,walk/bicycle,,often,152,never,91,medium,7,2,50,4,Sometimes,2537,0,0,0,0,1,1,1,0,0,14
normal,female,vegan,more frequently,electricity,private,petrol,never,117,rarely,185,medium,2,9,5,20,Yes,572,1,0,1,1,0,0,0,1,0,4
obese,male,omnivore,daily,electricity,private,petrol,sometimes,163,frequently,3674,extra large,4,15,44,17,Yes,4285,1,0,1,0,1,1,1,1,1,16
underweight,female,vegan,twice a day,coal,private,electric,sometimes,181,rarely,7643,large,5,12,46,12,No,1837,1,0,0,1,0,0,1,1,1,15
obese,male,vegetarian,more frequently,coal,walk/bicycle,,never,236,very frequently,7,small,4,12,48,11,Sometimes,3280,0,1,1,1,1,1,1,0,0,4
underweight,female,vegan,daily,coal,private,lpg,never,109,very frequently,3237,small,3,6,46,14,Sometimes,2721,1,1,1,1,0,0,1,0,0,3
obese,female,omnivore,more frequently,natural gas,public,,often,211,frequently,1254,extra large,6,17,46,1,No,3095,1,1,1,1,0,0,0,0,1,24
overweight,male,pescatarian,less frequently,wood,walk/bicycle,,never,72,very frequently,98,medium,2,0,23,19,Yes,2537,1,0,1,0,0,0,1,1,0,4
underweight,male,omnivore,daily,wood,private,lpg,often,264,frequently,8451,large,7,21,36,20,Sometimes,5247,1,0,0,0,0,0,1,1,0,21
normal,female,omnivore,more frequently,electricity,walk/bicycle,,sometimes,75,very frequently,84,large,3,19,50,11,Sometimes,2601,1,0,0,1,0,0,1,0,1,9
normal,male,omnivore,less frequently,wood,public,,often,157,frequently,1396,small,5,4,13,10,No,1895,1,0,1,0,0,0,1,0,0,5
overweight,male,pescatarian,less frequently,natural gas,public,,often,165,frequently,1703,large,2,5,18,20,Yes,2189,0,1,0,0,1,1,1,0,0,6
obese,male,pescatarian,daily,electricity,private,hybrid,never,242,rarely,1439,medium,1,14,2,8,Yes,1089,0,0,1,1,1,1,1,1,0,2
normal,female,vegetarian,daily,electricity,walk/bicycle,,sometimes,53,never,30,large,2,22,49,15,Sometimes,1109,1,1,0,0,1,1,1,1,0,6
overweight,female,pescatarian,more frequently,coal,public,,never,164,never,378,extra large,3,18,8,22,No,1328,1,0,1,1,0,0,0,0,0,12
overweight,male,vegan,twice a day,coal,walk/bicycle,,often,171,rarely,92,large,3,19,45,10,Sometimes,2298,0,0,1,1,1,1,0,1,1,9
normal,female,vegan,twice a day,natural gas,public,,never,205,rarely,1007,large,7,11,47,14,No,1986,0,0,1,0,1,1,0,0,0,21
normal,female,pescatarian,more frequently,coal,walk/bicycle,,often,284,never,63,medium,4,7,28,0,Sometimes,1381,1,1,1,0,1,1,1,1,0,8
overweight,female,vegetarian,less frequently,coal,walk/bicycle,,sometimes,233,never,60,large,7,22,22,24,Sometimes,1764,1,0,1,1,0,0,1,0,1,21
obese,female,vegan,twice a day,electricity,private,lpg,sometimes,65,very frequently,5498,extra large,7,8,18,13,No,4658,1,0,0,0,1,1,0,0,0,28
obese,female,omnivore,twice a day,natural gas,private,lpg,often,67,never,8858,medium,6,11,10,10,Sometimes,3875,1,0,1,0,0,0,0,1,1,12
overweight,female,pescatarian,more frequently,wood,public,,sometimes,54,never,879,large,3,11,46,19,Sometimes,1536,1,1,0,1,0,0,0,1,1,9
underweight,male,pescatarian,twice a day,natural gas,private,hybrid,sometimes,143,never,8590,extra large,5,7,36,18,Sometimes,3191,0,0,0,0,0,0,0,0,1,20
obese,female,vegan,less frequently,coal,private,hybrid,never,273,very frequently,911,medium,3,12,38,14,Sometimes,3129,0,0,1,0,0,0,1,0,1,6
normal,male,vegan,twice a day,coal,walk/bicycle,,sometimes,247,rarely,35,large,6,11,37,16,Sometimes,2294,0,0,1,1,0,0,1,1,1,18
normal,female,vegan,twice a day,natural gas,public,,never,125,very frequently,1096,large,5,3,13,5,Sometimes,2273,0,0,1,0,0,0,1,0,0,15
obese,female,vegetarian,more frequently,electricity,walk/bicycle,,sometimes,197,frequently,43,medium,2,21,5,5,No,1266,1,0,1,1,1,1,0,0,0,4
obese,female,omnivore,more frequently,wood,public,,often,159,frequently,1491,large,3,24,45,14,No,2578,1,0,1,1,1,1,0,1,1,9
overweight,male,vegan,more frequently,coal,walk/bicycle,,often,93,rarely,7,small,2,3,14,13,Yes,1513,1,0,0,1,1,1,0,1,1,2
overweight,male,pescatarian,twice a day,electricity,private,hybrid,sometimes,132,never,5132,small,7,21,46,16,Sometimes,2445,0,1,0,1,0,0,1,1,0,7
overweight,male,vegetarian,more frequently,wood,walk/bicycle,,sometimes,233,frequently,94,small,2,17,10,1,No,1771,0,1,0,0,1,1,0,1,1,2
overweight,female,vegan,daily,coal,public,,often,159,never,30,small,1,10,32,18,Sometimes,1335,0,1,0,1,1,1,1,0,0,1
underweight,female,vegan,twice a day,electricity,walk/bicycle,,never,204,rarely,56,small,7,2,12,15,Yes,808,0,1,0,1,0,0,0,1,1,7
overweight,female,pescatarian,twice a day,natural gas,private,lpg,never,252,very frequently,9734,extra large,7,11,0,18,Yes,5444,1,0,0,1,0,0,0,1,1,28
obese,male,omnivore,twice a day,coal,private,electric,never,245,rarely,1092,large,6,16,12,7,Yes,2052,1,1,1,1,1,1,0,1,1,18
normal,male,pescatarian,more frequently,coal,private,petrol,sometimes,160,frequently,9363,large,4,11,10,24,Sometimes,5425,1,1,0,1,1,1,0,0,1,12
overweight,male,vegetarian,daily,electricity,walk/bicycle,,never,220,never,27,small,5,2,35,6,Sometimes,1100,1,0,1,0,0,0,1,1,1,5
underweight,female,pescatarian,less frequently,wood,walk/bicycle,,often,187,very frequently,24,extra large,3,18,1,14,Yes,2053,1,0,0,1,0,0,1,0,0,12
underweight,female,omnivore,daily,natural gas,private,electric,never,176,very frequently,4407,extra large,7,18,29,13,Yes,2922,0,0,1,0,0,0,1,1,1,28
obese,female,omnivore,twice a day,coal,public,,sometimes,292,never,1468,large,3,18,45,2,Yes,2160,0,0,1,1,1,1,0,0,1,9
obese,male,omnivore,twice a day,natural gas,private,diesel,sometimes,234,very frequently,5098,large,5,7,8,21,No,4963,0,0,1,0,1,1,0,0,0,15
underweight,male,omnivore,more frequently,electricity,private,lpg,often,61,rarely,4055,large,1,18,32,10,Sometimes,2207,1,1,0,1,1,1,0,1,1,3
overweight,female,omnivore,more frequently,electricity,private,petrol,never,71,rarely,352,medium,5,1,13,4,Sometimes,1073,0,1,0,1,0,0,1,1,0,10
obese,female,vegetarian,twice a day,wood,private,electric,often,212,rarely,4273,medium,6,21,41,12,Sometimes,2177,1,0,0,0,1,1,0,1,0,12
